glyph,phonetic,family,pinyin,cantonese,on,kun,korean,vietnamese
𧊾,,,fán,,,,,
𧊿,,,,,,,,
𧋀,州,州,,,,,,chấu
𧋁,再,再,,,,,,nhái
𧋂,汙,于,,,,,,vò
𧋃,存,才,,,,,,chuồn
𧋄,,,,,,,,còng
𧋅,盡,聿,,,,,,rận
𧋆,,,,,,,,dòi
𧋇,,,,,,,,chạch
𧋈,,,,,,,,
𧋉,,,qī,,,,,
𧋊,沙,丿,shā,saa1,,,,
𧋋,,,,,,,,
𧋌,,,dù,,,,,
𧋍,折,折,dì,,,,,chét
𧋎,,,lí,,,,,
𧋏,岌,及,yì,,,,,
𧋐,,,xí,,,,,
𧋑,更,丙,gěng,,,,,
𧋒,,,tóng,,,,,
𧋓,,,kào,,,,,
𧋔,汞,工,hòng,,,,,
𧋕,困,困,kùn,,,,,
𧋖,,,niè,,,,,
𧋗,,,chí,,,,,
𧋘,弟,丿,tí,,,,,đỉa
𧋙,,,,,,,,
𧋚,,,tóng,,,,,
𧋛,,,,,,,,
𧋜,,,,,,,,
𧋝,,,,,,,,
𧋞,,,,,,,,
𧋟,,,,,,,,mối
𧋠,,,lí,,,,,
𧋡,,,nà,,,,,
𧋢,,,,,,,,
𧋣,,,,,,,,
𧋤,刧,去,,,,,,
𧋥,,,,,,,,
𧋦,,,,mei1,,,,
𧋧,,,,,,,,
𧋨,,,,,,,,
𧋩,,,,,,,,
𧋪,芋,于,,,,,,
𧋫,芓,,,,,,,
𧋬,,,,,,,,
𧋭,,,,,,,,
𧋮,,,,,,,,
𧋯,,,,,,,,
𧋰,,,,,,,,
𧋱,,,zhān,,,,,
𧋲,,,běi,,,,,
𧋳,,,,,,,,
𧋴,,,,,,,,
𧋵,狂,王,,,,,,cuống
𧋶,没,殳,,,,,,mọt
𧋷,忌,己,,,,,,ghẹ
𧋸,呈,壬,,,,,,trạnh
𧋹,,,,,,,,giời
𧋺,志,士,,,,,,chấy
𧋻,吝,文,,,,,,lằn
𧋼,弄,弄,,,,,,nhộng
𧋽,芒,亡,,,,,,mang
𧋾,,,,,,,,ộp
𧋿,快,夬,,,,,,khoải
𧌀,吞,天,,,,,,thằn
𧌁,攸,攸,tiáo,,,,,
𧌂,步,步,,,,,,bọ
𧌃,妾,妾,zā,,,,,
𧌄,,,è,,,,,
𧌅,受,受,shòu,,,,,
𧌆,空,工,kōng,,,,,
𧌇,朋,朋,péng,bang1,,,,
𧌈,帚,帚,fù,,,,,
𧌉,坴,圥,lù,,,,,
𧌊,夜,夜,xiè,,,,,
𧌋,卸,卸,xiè,,,,,
𧌌,肬,又,xiū,,,,,
𧌍,彖,彖,lù,,,,,
𧌎,典,典,tiǎn,,,,,đẻn
𧌏,沓,沓,tà,,,,,
𧌐,刺,朿,cì,,,,,
𧌑,屈,出,qū,,,,,
𧌒,,,,,,,,
𧌓,阜,阜,fù,fau6,,,,
𧌔,枝,支,zhī,,,,,
𧌕,,,,,,,,
𧌖,舍,舍,xiè,,,,,
𧌗,,,zǒu,,,,,
𧌘,服,𠬝,fèi,,,,,
𧌙,,,mín,,,,,
𧌚,炅,,xīng,,,,,
𧌛,,,,,,,,
𧌜,,,,,,,,
𧌝,,,tóng,,,,,
𧌞,,,qí,,,,,
𧌟,,,,,,,,
𧌠,,,piāo,,,,,
𧌡,虱,卂,,,,,,
𧌢,,,suì,,,,,
𧌣,,,ěr,,,,,
𧌤,,,,,,,,
𧌥,刾,夹,,,,,,
𧌦,,,,,,,,
𧌧,,,hǔ,,,,,
𧌨,,,,,,,,
𧌩,兓,兓,,,,,,
𧌪,,,,,,,,
𧌫,,,,,,,,
𧌬,,,,,,,,
𧌭,,,,,,,,
𧌮,,,,,,,,
𧌯,,,,,,,,
𧌰,降,夅,,,,,,
𧌱,,,,,,,,
𧌲,,,,,,,,
𧌳,,,,,,,,
𧌴,祁,示,,,,,,
𧌵,,,,,,,,
𧌶,,,,,,,,
𧌷,,,,,,,,
𧌸,,,,,,,,
𧌹,,,,,,,,
𧌺,,,,,,,,
𧌻,松,公,sōng,,,,,
𧌼,,,,,,,,
𧌽,㡀,㡀,biē,,,,,
𧌾,,,dīng,,,,,
𧌿,版,反,bǎn,,,,,
𧍀,,,shī,,,,,
𧍁,庚,庚,xiè,,,,,
𧍂,,,xiáo,,,,,
𧍃,,,fěi,,,,,
𧍄,兖,㕣,,,,,,
𧍅,使,史,,,,,,sứa
𧍆,孤,瓜,,,,,,cua
𧍇,使,史,,,,,,sứa
𧍈,店,占,,,,,,đóm
𧍉,底,氏,,,,,,đỉa
𧍊,厓,圭,,,,,,giời
𧍋,㝵,㝵,,,,,,ngài
𧍌,沼,刀,,,,,,chẫu
𧍍,,,,,,,,rầy
𧍎,昏,昏,,,,,,hôn
𧍏,姑,古,,,,,,cua
𧍐,列,列,,,,,,rầy
𧍑,㒺,,,,,,,
𧍒,耑,而,chuǎn,ceoi2 cyun2,,,,
𧍓,帥,帥,shuài,,,,,
𧍔,要,要,yāo,,,,,
𧍕,卻,谷,jué,,,,,
𧍖,省,丿,shěng,,,,,
𧍗,,,,,,,,
𧍘,幽,,yōu,,,,,
𧍙,范,㔾,fàn,,,,,
𧍚,廻,回,,,,,,
𧍛,,,,,,,,
𧍜,癸,癸,kuí,,,,,
𧍝,帝,帝,dì,,,,,
𧍞,,,,,,,,
𧍟,茅,矛,máo,,,,,
𧍠,苶,苶,jié,,,,,
𧍡,,,,,,,,
𧍢,衍,衍,yán,,,,,
𧍣,,,,,,,,
𧍤,,,,,,,,
𧍥,畏,畏,wēi,,,,,
𧍦,蚕,天,,,,,,
𧍧,,,,,,,,
𧍨,,,sāng,,,,,
𧍩,,,jié,,,,,
𧍪,禺,禺,yú,,,,,
𧍫,,,wèi,,,,,
𧍬,弇,弇,è,,,,,
𧍭,泉,泉,quán,,,,,
𧍮,扃,冋,jiǒng,,,,,
𧍯,,,féng,,,,,
𧍰,㚅,,lóng,,,,,
𧍱,室,至,dié,,,,,
𧍲,便,便,pián,,,,,
𧍳,,,,,,,,
𧍴,柬,柬,liàn,,,,,gián
𧍵,胡,古,hú,,,,,
𧍶,律,聿,lǜ,,,,,
𧍷,,,,,,,,
𧍸,,,,,,,,
𧍹,,,,,,,,
𧍺,,,,,,,,
𧍻,,,,,,,,
𧍼,,,,,,,,
𧍽,,,,,,,,
𧍾,,,,,,,,
𧍿,殄,㐱,diàn,,,,,
𧎀,,,,,,,,
𧎁,,,,,,,,
𧎂,,,,,,,,
𧎃,,,cuì,,,,,
𧎄,敄,矛,móu,,,,,
𧎅,,,,,,,,
𧎆,,,,,,,,
𧎇,,,,,,,,
𧎈,,,,,,,,
𧎉,,,,,,,,
𧎊,,,,,,,,
𧎋,持,之,,,,,,
𧎌,,,,,,,,
𧎍,,,,,,,,
𧎎,,,,,,,,
𧎏,,,,,,,,
𧎐,,,,,,,,
𧎑,,,,,,,,
𧎒,約,勺,,,,,,
𧎓,,,,,,,,
𧎔,,,,,,,,
𧎕,蚕,天,wáng,,,,,
𧎖,,,juān,,,,,
𧎗,科,科,kē,,,,,
𧎘,衍,衍,yán,,,,,
𧎙,,,jiǎo,,,,,
𧎚,段,,,haa1,,,,
𧎛,突,突,,,,,,đọt
𧎜,屋,屋,,,,,,ốc
𧎝,奏,奏,,,,,,chấu
𧎞,厖,尨,,,,,,
𧎟,,,,,,,,
𧎠,胤,胤,,,,,,rận
𧎡,宮,宮,gōng,,,,,
𧎢,貣,,,,,,,
𧎣,茸,耳,róng,,,,,
𧎤,孫,孫,sūn,,,,,
𧎥,扇,羽,shàn,,,,,
𧎦,,,,,,,,
𧎧,,,,,,,,
𧎨,屖,辛,chí,,,,,
𧎩,,,,,,,,
𧎪,,,qí,,,,,
𧎫,,,suǒ,,,,,
𧎬,特,之,,,,,,
𧎭,射,射,yè,,,,,
𧎮,叉,叉,zǎo,,,,,
𧎯,缺,夬,quē,,,,,
𧎰,展,展,zhǎn,,,,,
𧎱,,,bā,,,,,
𧎲,丵,,zú,,,,,
𧎳,索,索,suǒ,,,,,
𧎴,哲,折,zhé,,,,,rết
𧎵,氣,氣,xì,,,,,
𧎶,,,,,,,,
𧎷,芻,芻,chǔ,,,,,sò
𧎸,,,jiǎo,,,,,
𧎹,,,zuì,,,,,
𧎺,哥,丂,gē,,,,,
𧎻,務,矛,wù,,,,,
𧎼,,,,,,,,
𧎽,,,,,,,,
𧎾,,,lüè,,,,,
𧎿,疾,乙,jí,,,,,
𧏀,恖,囟,,,,,,
𧏁,,,,,,,,
𧏂,奊,,xié,,,,,
𧏃,,,xié,,,,,
𧏄,蜇,折,,,,,,
𧏅,,,,,,,,
𧏆,,,dǒu,,,,,
𧏇,,,,,,,,
𧏈,,,,,,,,
𧏉,,,,,,,,
𧏊,,,,,,,,
𧏋,虽,,qiū,,,,,
𧏌,,,,,,,,
𧏍,,,,,,,,
𧏎,蚊,文,,,,,,
𧏏,,,,,,,,
𧏐,,,,,,,,
𧏑,竝,竝,píng,,,,,
𧏒,蛬,共,,,,,,
𧏓,处,,liú,,,,,
𧏔,,,,,,,,
𧏕,,,,,,,,
𧏖,,,,,,,,
𧏗,资,二,,,,,,
𧏘,,,,,,,,
𧏙,,,,,,,,
𧏚,,,,,,,,
𧏛,討,討,,,,,,
𧏜,,,,,,,,
𧏝,,,,,,,,
𧏞,,,,,,,,
𧏟,粉,分,,,,,,
𧏠,,,,,,,,
𧏡,,,,,,,,
𧏢,峯,丰,,,,,,
𧏣,笑,笑,,,,,,
𧏤,茿,工,,,,,,
𧏥,,,jié,,,,,
𧏦,䎡,,,,,,,
𧏧,畟,畟,huì,,,,,
𧏨,,,,,,,,
𧏩,,,,,,,,
𧏪,桊,龹,,,,,,
𧏫,殺,杀,shà,,,,,
𧏬,,,,,,,,
𧏭,,,,,,,,
𧏮,恙,羊,,,,,,
𧏯,辱,辱,,,,,,nhúc
𧏰,耽,冘,,,,,,sam
𧏱,盎,,,,,,,đóm
𧏲,烈,列,,,,,,rết
𧏳,捕,父,,,,,,bọ
𧏴,追,,,,,,,choi
𧏵,竜,竜,,,,,,rồng
𧏶,陣,陣,,,,,,rận
𧏷,畜,畜,,,,,,nhúc
𧏸,啇,帝,zhí,,,,,
𧏹,豙,豕,ài,,,,,
𧏺,區,區,xù,,,,,
𧏻,畢,畢,bì,,,,,
𧏼,,,,,,,,
𧏽,悘,矢,yē,,,,,
𧏾,匿,若,nì,,,,,
𧏿,逐,豕,zhú,zuk6,,,,
𧐀,,,,,,,,
𧐁,欶,束,sù,,,,,
𧐂,,,,,,,,
𧐃,,,xié,,,,,
𧐄,欲,谷,yù,,,,,
𧐅,虘,且,qū,zeoi1,,,,
𧐆,,,,,,,,
𧐇,,,,,,,,
𧐈,族,族,zú,,,,,
𧐉,,,zhī,,,,,
𧐊,張,長,zhāng,,,,,
𧐋,畧,各,lüè,,,,,
𧐌,唯,隹,wěi,,,,,
𧐍,舂,舂,chōng,,,,,
𧐎,覓,覓,mì,,,,,
𧐏,,,,,,,,
𧐐,責,朿,jī,,,,,
𧐑,,,,,,,,
𧐒,速,束,sù,,,,,
𧐓,野,予,yě,,,,,
𧐔,習,習,xí,,,,,
𧐕,專,屮,tuán,,,,,
𧐖,連,連,lián,,,,,lươn
𧐗,旋,旋,xuán,,,,,
𧐘,,,,,,,,
𧐙,務,矛,wù,,,,,
𧐚,,,,,,,,
𧐛,,,,,,,,
𧐜,殻,,,,,,,
𧐝,㪷,,,,,,,
𧐞,莘,,,,,,,
𧐟,,,máo,,,,,
𧐠,,,,,,,,
𧐡,,,,,,,,
𧐢,毫,,,hou4,,,,
𧐣,略,各,,,,,,
𧐤,牽,玄,,,,,,
𧐥,捷,疌,,,,,,
𧐦,,,,,,,,
𧐧,,,,,,,,
𧐨,,,,,,,,
𧐩,崙,侖,,,,,,
𧐪,,,,,,,,
𧐫,,,,,,,,
𧐬,,,hóng,,,,,
𧐭,赦,赤,,,,,,
𧐮,,,,,,,,
𧐯,略,各,lüè,,,,,
𧐰,蜀,蜀,dú,,,,,
𧐱,從,,cóng,,,,,
𧐲,,,chán,,,,,
𧐳,,,lù,,,,,
𧐴,宿,白,sù,,,,,
𧐵,㪷,,,,,,,
𧐶,,,,,,,,
𧐷,,,,,,,,
𧐸,彫,周,,,,,,điu
𧐹,移,夕,,,,,,dời
𧐺,通,用,,,,,,thuồng
𧐻,堆,隹,,,,,,nhồi
𧐼,掉,早,,,,,,chẫu
𧐽,淡,炎,,,,,,róm
𧐾,部,咅,,,,,,bọ
𧐿,崇,宗,,,,,,sùng
𧑀,巢,巢,lüè,,,,,
𧑁,參,參,,,,,,sam
𧑂,既,旡,,,,,,cáy
𧑃,敖,方,,,,,,ngao
𧑄,,,,,,,,
𧑅,越,戉,,,,,,vét
𧑆,童,童,zhōng,,,,,chàng
𧑇,棃,,lí,,,,,
𧑈,費,弗,fèi,,,,,
𧑉,,,,,,,,
𧑊,景,京,jǐng,,,,,
𧑋,貴,臾,kuì,,,,,
𧑌,異,異,yì,,,,,
𧑍,華,華,huá,,,,,
𧑎,,,cuì,,,,,
𧑏,,,,,,,,
𧑐,矞,冏,yù,jyut6 wat6,,,,quít
𧑑,菶,,běng,,,,,
𧑒,敦,亨,tūn,,,,,giun
𧑓,,,shǔ,,,,,
𧑔,逮,隶,dài,,,,,
𧑕,惡,亞,wū,,,,,
𧑖,朿,朿,cì,,,,,
𧑗,甯,,nìng,,,,,
𧑘,湯,昜,dàng,,,,,
𧑙,就,就,zú,,,,,
𧑚,寒,寒,hán,,,,,
𧑛,,,,,,,,
𧑜,琵,匕,pí,,,,,
𧑝,掾,彖,chuàn,,,,,
𧑞,,,,,,,,
𧑟,,,,,,,,
𧑠,,,dù,,,,,
𧑡,琶,巴,pá,,,,,
𧑢,,,,,,,,
𧑣,,,,,,,,
𧑤,朱,朱,zhū,,,,,
𧑥,,,,,,,,
𧑦,,,xié,,,,,
𧑧,,,zhé,,,,,
𧑨,㓞,丯,qiè,,,,,
𧑩,,,xuān,,,,,
𧑪,,,,,,,,
𧑫,叅,叅,sào,,,,,
𧑬,,,,,,,,
𧑭,喆,,,,,,,
𧑮,,,,,,,,
𧑯,,,,,,,,
𧑰,,,,,,,,
𧑱,喆,,,,,,,
𧑲,,,,,,,,
𧑳,,,,,,,,
𧑴,,,,,,,,
𧑵,,,,,,,,
𧑶,,,,,,,,
𧑷,,,,,,,,
𧑸,,,,,,,,
𧑹,,,,,,,,
𧑺,,,,,,,,
𧑻,,,,,,,,
𧑼,,,,,,,,
𧑽,,,,,,,,
𧑾,絕,,,,,,,
𧑿,,,,,,,,
𧒀,敝,㡀,bì,,,,,
𧒁,,,,,,,,
𧒂,,,fù,,,,,
𧒃,,,,,,,,
𧒄,間,間,,gaan1,,,,
𧒅,貶,乏,,,,,,bướm
𧒆,尊,尊,,zyun1,,,,
𧒇,猪,者,,,,,,sâu
𧒈,列,列,lì,,,,,
𧒉,厨,厨,,,,,,rùa
𧒊,智,矢,,,,,,ráy
𧒋,,,,,,,,rọm
𧒌,路,各,,,,,,rùa
𧒍,路,各,,,,,,rùa
𧒎,我,我,é,,,,,
𧒏,,,,,,,,
𧒐,,,yē,,,,,
𧒑,,,shǔ,,,,,
𧒒,,,,,,,,
𧒓,瑟,必,sè,,,,,
𧒔,,,,,,,,
𧒕,蚤,叉,qī,,,,,
𧒖,過,冎,guò,,,,,
𧒗,嗇,嗇,sè,,,,,
𧒘,,,,,,,,
𧒙,,,fù,,,,,
𧒚,蝥,矛,máo,,,,,
𧒛,,,,,,,,
𧒜,雷,田,léi,,,,,
𧒝,,,zhān,,,,,
𧒞,,,,,,,,
𧒟,,,,,,,,
𧒠,,,,,,,,
𧒡,,,,,,,,
𧒢,,,,,,,,
𧒣,,,,,,,,
𧒤,,,,,,,,
𧒥,,,,,,,,
𧒦,,,,,,,,
𧒧,,,,,,,,
𧒨,茧,,chài,,,,,
𧒩,甞,向,,,,,,
𧒪,圓,囗,,,,,,
𧒫,,,,,,,,
𧒬,裊,,,,,,,
𧒭,遗,臾,wèi,,,,,
𧒮,,,,,,,,
𧒯,,,,,,,,
𧒰,,,,,,,,
𧒱,,,,,,,,
𧒲,亷,,,,,,,
𧒳,,,,,,,,
𧒴,,,,,,,,
𧒵,,,,,,,,
𧒶,,,,,,,,
𧒷,,,,,,,,
𧒸,愁,秋,,,,,,
𧒹,粵,粵,,,,,,
𧒺,舅,臼,,,,,,
𧒻,觧,觧,,,,,,
𧒼,,,,,,,,
𧒽,雷,田,léi,,,,,
𧒾,,,,,,,,
𧒿,賊,十,zéi,,,,,
𧓀,,,yīng,,,,,
𧓁,愛,愛,ài,,,,,
𧓂,,,xiē,,,,,
𧓃,,,,,,,,
𧓄,,,bì,,,,,
𧓅,農,農,,,,,,nòng
𧓆,傳,屮,,,,,,chuồn
𧓇,殿,,,,,,,riện
𧓈,,,,,,,,
𧓉,,,,,,,,
𧓊,,,,,,,,
𧓋,,,chán,,,,,
𧓌,熒,,,,,,,
𧓍,賔,賔,,ban1,,,,
𧓎,,,pí,,,,,
𧓏,聚,取,cóng,,,,,hầu
𧓐,㼲,而,liè,,,,,
𧓑,,,qí,,,,,
𧓒,夤,寅,,,,,,
𧓓,㡭,㡭,jì,,,,,
𧓔,精,生,jīng,,,,,
𧓕,東,東,dōng,,,,,
𧓖,肥,巴,féi,,,,,
𧓗,,,yí,,,,,
𧓘,團,屮,tuán,,,,,
𧓙,,,,,,,,
𧓚,,,,,,,,
𧓛,,,,,,,,
𧓜,槖,,,,,,,
𧓝,,,,,,,,
𧓞,,,,,,,,
𧓟,,,,,,,,
𧓠,,,,,,,,
𧓡,,,,,,,,
𧓢,,,,,,,,
𧓣,,,,,,,,
𧓤,蛓,,,,,,,
𧓥,,,,,,,,
𧓦,,,,,,,,
𧓧,,,,,,,,
𧓨,,,měng,,,,,
𧓩,,,cán,,,,,
𧓪,,,yá,,,,,
𧓫,,,,,,,,
𧓬,敻,,,,,,,
𧓭,綿,白,,,,,,mèn
𧓮,碧,白,,,,,,vích
𧓯,,,,,,,,ngoé
𧓰,,,,,,,,sam
𧓱,,,,,,,,
𧓲,養,羊,yǎng,,,,,
𧓳,,,,,,,,
𧓴,霆,壬,tíng,,,,,
𧓵,,,,,,,,
𧓶,蓬,丰,,,,,,
𧓷,,,,,,,,
𧓸,鄭,奠,zhí,,,,,
𧓹,,,,,,,,
𧓺,寫,舃,xiè,,,,,
𧓻,慮,虍,lǜ,,,,,
𧓼,,,,,,,,
𧓽,厲,萬,lì,,,,,
𧓾,,,,,,,,
𧓿,茅,矛,máo,,,,,
𧔀,㼱,,,,,,,
𧔁,,,,,,,,
𧔂,,,xiá,,,,,
𧔃,,,,,,,,
𧔄,,,,,,,,
𧔅,,,sòu,,,,,
𧔆,毗,,,,,,,
𧔇,,,,,,,,
𧔈,,,,,,,,
𧔉,,,,,,,,
𧔊,,,,,,,,
𧔋,廚,壴,,,,,,
𧔌,,,,,,,,
𧔍,,,,,,,,
𧔎,,,,,,,,
𧔏,苐,,,,,,,
𧔐,,,,,,,,
𧔑,,,,,,,,
𧔒,,,,,,,,
𧔓,,,,,,,,
𧔔,,,,,,,,
𧔕,蔴,,,,,,,
𧔖,賣,買,sū,,,,,
𧔗,,,xuè,,,,,
𧔘,,,,,,,,
𧔙,暴,暴,,,,,,bậu
𧔚,窮,弓,,,,,,còng
𧔛,鄧,登,,,,,,nhặng
𧔜,暫,斬,,,,,,rạm
𧔝,歷,秝,lì,,,,,
𧔞,原,厂,yuán,,,,,
𧔟,駦,龹,,,,,,
𧔠,,,,,,,,
𧔡,展,展,zhǎn,,,,,
𧔢,錢,戔,,,,,,
𧔣,賴,束,tà,,,,,
𧔤,縣,県,xuán,,,,,
𧔥,遺,臾,wèi,,,,,
𧔦,燕,燕,yè,,,,,
𧔧,逄,夅,páng,,,,,
𧔨,弔,弔,máo,,,,,
𧔩,,,tí,,,,,
𧔪,頻,頻,pín,,,,,
𧔫,,,,,,,,
𧔬,橐,,dù,,,,,
𧔭,西,西,qiú,,,,,
𧔮,豈,豈,yǐ,,,,,
𧔯,,,,,,,,
𧔰,,,,,,,,
𧔱,,,,,,,,
𧔲,,,,,,,,
𧔳,留,丣,tuó,,,,,
𧔴,蟲,蟲,chài,,,,,
𧔵,,,,,,,,
𧔶,,,,,,,,
𧔷,暹,暹,jìn,,,,,
𧔸,,,,,,,,
𧔹,㕓,黑,,,,,,
𧔺,噧,萬,,,,,,
𧔻,,,,,,,,
𧔼,,,é,,,,,
𧔽,,,,,,,,
𧔾,,,,,,,,giòi
𧔿,雕,周,,,,,,điu
𧕀,壁,辟,,,,,,vích
𧕁,,,,,,,,
𧕂,,,,,,,,
𧕃,毚,㲋,chán,,,,,
𧕄,應,䧹,yīng,,,,,
𧕅,霝,霝,líng,,,,,
𧕆,,,,,,,,
𧕇,鮮,羴,xiǎn,,,,,
𧕈,,,,,,,,
𧕉,谿,奚,qī,,,,,
𧕊,燮,燮,,,,,,
𧕋,龠,龠,yuè,,,,,
𧕌,略,各,lüè,,,,,
𧕍,營,,yíng,,,,,
𧕎,渠,渠,qú,,,,,
𧕏,,,,,,,,
𧕐,,,,,,,,
𧕑,,,,,,,,
𧕒,,,fěi,,,,,
𧕓,,,zī,,,,,
𧕔,,,,,,,,
𧕕,䖟,,,,,,,
𧕖,霞,叚,,,,,,
𧕗,,,,,,,,
𧕘,雖,隹,,,,,,
𧕙,畣,,qīng,,,,,
𧕚,齋,齊,,,,,,trai
𧕛,㽞,,,,,,,
𧕜,,,,,,,,
𧕝,,,níng,,,,,
𧕞,魏,委,wèi,,,,,
𧕟,雙,雔,shuāng,,,,,
𧕠,,,,,,,,
𧕡,覆,复,fù,,,,,
𧕢,,,,,,,,
𧕣,,,,,,,,
𧕤,貘,莫,mò,,,,,
𧕥,貘,莫,mò,,,,,
𧕦,,,tuó,,,,,
𧕧,,,chài,,,,,
𧕨,藏,爿,zàng,,,,,
𧕩,,,,,,,,
𧕪,醫,矢,,,,,,
𧕫,壘,畾,,,,,,
𧕬,禮,豊,,,,,,rẽ
𧕭,藍,監,,,,,,rạm
𧕮,離,离,lí,,,,,
𧕯,麗,丽,lí,,,,,
𧕰,,,,,,,,
𧕱,舝,,xiá,,,,,
𧕲,雋,雋,juǎn,,,,,
𧕳,羸,亡,,,,,,
𧕴,難,難,nán,naan3,,,,
𧕵,,,mì,,,,,
𧕶,,,,,,,,
𧕷,蠢,屯,,,,,,
𧕸,,,huáng,,,,,
𧕹,蠢,屯,,,,,,
𧕺,,,shuāng,,,,,
𧕻,龐,龍,,,,,,
𧕼,,,xǔ,,,,,
𧕽,兓,兓,,,,,,
𧕾,,,,,,,,
𧕿,,,fěi,,,,,
𧖀,,,,,,,,
𧖁,,,xiè,,,,,
𧖂,蠱,蠱,,,,,,
𧖃,獻,虍,,,,,,hến
𧖄,,,,,,,,
𧖅,,,,,,,,
𧖆,,,tà,,,,,
𧖇,廱,邕,yǒng,,,,,
𧖈,毗,,,,,,,
𧖉,㠭,,zhǎn,,,,,
𧖊,,,,,,,,
𧖋,,,,,,,,
𧖌,,,,,,,,
𧖍,騰,关,,,,,,
𧖎,毗,,,,,,,
𧖏,,,,,,,,
𧖐,覽,,,,,,,róm
𧖑,彊,畺,qiáng,,,,,
𧖒,囊,囊,náng,,,,,
𧖓,,,,,,,,
𧖔,,,lìn,,,,,
𧖕,,,,,,,,
𧖖,巒,䜌,,,,,,
𧖗,,,,,,,,
𧖘,攣,䜌,luán,,,,,
𧖙,顯,㬎,xiǎn,,,,,
𧖚,㯱,,fú,,,,,
𧖛,蠶,兓,,,,,,
𧖜,靈,霝,líng,,,,,
𧖝,,,,,,,,
𧖞,鱣,亶,,,,,,
𧖟,,,,,,,,
𧖠,,,sāo,,,,,
𧖡,,,,,,,,
𧖢,,,huì,,,,,
𧖣,蠻,䜌,,maan4,,,,
𧖤,,,,,,,,
𧖥,,,,,,,,
𧖦,蠻,䜌,,,,,,mọi
𧖧,,,,,,,,
𧖨,,,tíng,,,,,
𧖩,,,,,,,,
𧖪,,,qíng,,,,,
𧖫,,,,,,,,
𧖬,㠪,,huāng,,,,,
𧖭,,,,,,,,
𧖮,,,àn,,,,,
𧖯,,,,,,,,
𧖰,卯,卯,,,,,,máu
𧖱,卯,卯,,,,,,máu
𧖲,,,,,,,,
𧖳,,,,,,,,
𧖴,,,,,,,,
𧖵,,,mǎn,,,,,
𧖶,沈,冘,,,,,,
𧖷,忍,刄,nì,,,,,
𧖸,,,,,,,,
𧖹,,,,,,,,
𧖺,䏙,,,,,,,
𧖻,,,guó,,,,,
𧖼,咎,咎,ǒu,,,,,
𧖽,,,,,,,,
𧖾,,,,,,,,
𧖿,昇,升,xiàng,,,,,
𧗀,,,,,,,,
𧗁,,,jīn,,,,,
𧗂,,,,,,,,
𧗃,,,,,,,,
𧗄,臥,臥,,,,,,
𧗅,某,某,,,,,,mủ
𧗆,,,zhēng,,,,,
𧗇,,,,,,,,
𧗈,辱,辱,n,,,,,
𧗉,浦,父,,,,,,
𧗊,,,,,,,,
𧗋,參,參,sàn,,,,,
𧗌,虖,乎,hù,,,,,
𧗍,,,,,,,,
𧗎,菹,且,zú,,,,,
𧗏,貴,臾,huǐ,,,,,
𧗐,,,,,,,,
𧗑,,,,,,,,
𧗒,幾,,jī,,,,,
𧗓,,,,,,,,
𧗔,,,,,,,,
𧗕,,,,,,,,
𧗖,厭,猒,yè,,,,,
𧗗,,,,,JIKU,HANAJI,,
𧗘,,,,,,,,
𧗙,,,,,,,,
𧗚,,,,,,,,
𧗛,,,,,,,,
𧗜,贛,工,,,,,,
𧗝,,,,,,,,
𧗞,,,,,,,,
𧗟,,,,,,,,
𧗠,,,,jin2,,,,
𧗡,,,,,,,,
𧗢,,,,,,,,
𧗣,,,,,,,,
𧗤,,,,hon3,,,,
𧗥,,,,,,,,
𧗦,,,xíng,,,,,
𧗧,,,,,,,,
𧗨,,,,,,,,
𧗩,行,行,là,,,,,
𧗪,,,yù,,,,,
𧗫,,,jué,,,,,
𧗬,,,,,,,,
𧗭,,,,,,,,
𧗮,,,,,,,,
𧗯,,,,,,,,
𧗰,,,,,,,,
𧗱,,,shù,,,,,
𧗲,㞷,王,zhēng,,,,,
𧗳,,,,,,,,
𧗴,甬,用,yǒng,jung5,,,,
𧗵,,,,,,,,
𧗶,,,gē,,,,,
𧗷,,,,,JUTSU,MICHI SUBE WAZA,,
𧗸,戔,戔,jiàn,,,,,
𧗹,,,xìn,,,,,
𧗺,,,,,,,,
𧗻,,,,,,,,
𧗼,,,huī,,,,,
𧗽,奐,奐,,hang4,,,,
𧗾,,,,hang4,,,,
𧗿,率,率,shuài,,,,솔,
𧘀,,,,,,,,
𧘁,,,,,,,,
𧘂,童,童,chōng,cung1,,,,
𧘃,買,買,háng,,,,,
𧘄,,,,,,,,
𧘅,,,,,,,,
𧘆,,,,,,,,
𧘇,,,,,,,,ấy
𧘈,了,了,liǎo,,,,,
𧘉,,,,,,,,
𧘊,,,,,,,,
𧘋,,,,,,,,
𧘌,,,,jing4,,,,
𧘍,,,jiāng,,,,,
𧘎,,,,,,,,
𧘏,,,gōng,,,,,
𧘐,,,,,,,,
𧘑,勺,勺,zhuó,,,,,
𧘒,,,,,,,,
𧘓,,,,,,,,
𧘔,,,,,,,,
𧘕,,,,,,,,
𧘖,,,,,,,,
𧘗,,,qǐ,,,,,
𧘘,,,,,,,,
𧘙,,,,,,,,
𧘚,,,,,,,,
𧘛,,,,,,,,
𧘜,,,qiān,,,,,
𧘝,,,,,,,,
𧘞,,,dǒu,,,,,
𧘟,巿,巿,pō,,,,,
𧘠,,,,,,,,
𧘡,,,,,,,,
𧘢,互,互,hù,,,,,
𧘣,,,,,,,,
