glyph,phonetic,pinyin,cantonese,on,kun,korean,vietnamese
𮠰,,,,,,,
𮠱,和,,,,,,
𮠲,劵,,,,,,
𮠳,,,,,,,
𮠴,,,,,,,
𮠵,,,,,,,
𮠶,,,,,,,
𮠷,,,,,,,
𮠸,,,,,,,
𮠹,,,,,,,
𮠺,,,,,,,
𮠻,,,,,,,
𮠼,,,,,,,
𮠽,,,,,,,
𮠾,,,,,,,
𮠿,,,,,,,
𮡀,,,,,,,
𮡁,,,,,,,
𮡂,,,,,,,
𮡃,彧,,,,,,
𮡄,,,,,,,
𮡅,,,,,,,
𮡆,,,,,,,
𮡇,,,,,,,
𮡈,,,,,,,
𮡉,,,,,,,
𮡊,,,,,,,
𮡋,,,,,,,
𮡌,,,,,,,
𮡍,,,,,,,
𮡎,,,,,,,
𮡏,,,,,,,
𮡐,,,,,,,
𮡑,,,,,,,
𮡒,,,,,,,
𮡓,,,,,,,
𮡔,,,,,,,
𮡕,,,,,,,
𮡖,,,,,,,
𮡗,,,,,,,
𮡘,,,,,,,
𮡙,,,,,,,
𮡚,,,,,,,
𮡛,托,,,,,,
𮡜,,,,,,,
𮡝,哩,,,,,,
𮡞,,,,,,,
𮡟,医,,,,,,
𮡠,,,,,,,
𮡡,,,,,,,
𮡢,野,,,,,,
𮡣,霜,,,,,,
𮡤,,,,,,,
𮡥,,,,,,,
𮡦,习,,,,,,
𮡧,,,,,,,
𮡨,,,,,,,
𮡩,,,,,,,
𮡪,㐧,,,,,,
𮡫,仏,,,,,,
𮡬,,,,,,,
𮡭,,,,,,,
𮡮,,,,,,,
𮡯,夘,,,,,,
𮡰,,,,,,,
𮡱,,,,,,,
𮡲,,,,,,,
𮡳,,,,,,,
𮡴,,,,,,,
𮡵,旭,,,,,,
𮡶,,,,,,,
𮡷,,,,,,,
𮡸,坚,,,,,,
𮡹,図,,,,,,
𮡺,兎,,,,,,
𮡻,,,,,,,
𮡼,鉨,,,,,,
𮡽,,,,,,,
𮡾,汲,,,,,,
𮡿,,,,,,,
𮢀,,,,,,,
𮢁,,,,,,,
𮢂,,,,,,,
𮢃,,,,,,,
𮢄,,,,,,,
𮢅,,,,,,,
𮢆,昇,,,,,,
𮢇,,,,,,,
𮢈,苏,,,,,,
𮢉,,,,,,,
𮢊,岺,,,,,,
𮢋,,,,,,,
𮢌,,,,,,,
𮢍,佸,,,,,,
𮢎,刹,,,,,,
𮢏,刮,,,,,,
𮢐,,,,,,,
𮢑,,,,,,,
𮢒,,,,,,,
𮢓,,,,,,,
𮢔,,,,,,,
𮢕,,,,,,,
𮢖,実,,,,,,
𮢗,沷,,,,,,
𮢘,,,,,,,
𮢙,,,,,,,
𮢚,栄,,,,,,
𮢛,,,,,,,
𮢜,,,,,,,
𮢝,珍,,,,,,
𮢞,,,,,,,
𮢟,,,,,,,
𮢠,毘,,,,,,
𮢡,,,,,,,
𮢢,,,,,,,
𮢣,,,,,,,
𮢤,洛,,,,,,
𮢥,,,,,,,
𮢦,,,,,,,
𮢧,,,,,,,
𮢨,,,,,,,
𮢩,,,,,,,
𮢪,剛,,,,,,
𮢫,,,,,,,
𮢬,悟,,,,,,
𮢭,迸,,,,,,
𮢮,,,,,,,
𮢯,恣,,,,,,
𮢰,,,,,,,
𮢱,,,,,,,
𮢲,,,,,,,
𮢳,,,,,,,
𮢴,,,,,,,
𮢵,赥,,,,,,
𮢶,,,,,,,
𮢷,,,,,,,
𮢸,,,,,,,
𮢹,,,,,,,
𮢺,猉,,,,,,
𮢻,,,,,,,
𮢼,,,,,,,
𮢽,莹,,,,,,
𮢾,,,,,,,
𮢿,,,,,,,
𮣀,,,,,,,
𮣁,,,,,,,
𮣂,,,,,,,
𮣃,㦸,,,,,,
𮣄,,,,,,,
𮣅,,,,,,,
𮣆,備,,,,,,
𮣇,揖,,,,,,
𮣈,,,,,,,
𮣉,,,,,,,
𮣊,,,,,,,
𮣋,,,,,,,
𮣌,,,,,,,
𮣍,,,,,,,
𮣎,,,,,,,
𮣏,楽,,,,,,
𮣐,㐮,,,,,,
𮣑,,,,,,,
𮣒,,,,,,,
𮣓,,,,,,,
𮣔,,,,,,,
𮣕,,,,,,,
𮣖,誊,,,,,,
𮣗,,,,,,,
𮣘,,,,,,,
𮣙,歴,,,,,,
𮣚,,,,,,,
𮣛,,,,,,,
𮣜,,,,,,,
𮣝,,,,,,,
𮣞,確,,,,,,
𮣟,,,,,,,
𮣠,賚,,,,,,
𮣡,,,,,,,
𮣢,,,,,,,
𮣣,輪,,,,,,
𮣤,,,,,,,
𮣥,,,,,,,
𮣦,器,,,,,,
𮣧,餘,,,,,,
𮣨,,,,,,,
𮣩,,,,,,,
𮣪,冀,,,,,,
𮣫,謇,,,,,,
𮣬,,,,,,,
𮣭,,,,,,,
𮣮,,,,,,,
𮣯,,,,,,,
𮣰,,,,,,,
𮣱,麤,,,,,,
𮣲,,,,,,,
𮣳,,,,,,,
𮣴,,,,,,,
𮣵,,,,,,,
𮣶,虑,,,,,,
𮣷,,,,,,,
𮣸,,,,,,,
𮣹,,,,,,,
𮣺,,,,,,,
𮣻,,,,,,,
𮣼,,,,,,,
𮣽,,,,,,,
𮣾,,,,,,,
𮣿,,,,,,,
𮤀,芳,,,,,,
𮤁,,,,,,,
𮤂,,,,,,,
𮤃,,,,,,,
𮤄,,,,,,,
𮤅,,,,,,,
𮤆,,,,,,,
𮤇,,,,,,,
𮤈,,,,,,,
𮤉,,,,,,,
𮤊,,,,,,,
𮤋,,,,,,,
𮤌,,,,,,,
𮤍,,,,,,,
𮤎,,,,,,,
𮤏,,,,,,,
𮤐,,,,,,,
𮤑,,,,,,,
𮤒,,,,,,,
𮤓,,,,,,,
𮤔,,,,,,,
𮤕,芭,,,,,,
𮤖,,,,,,,
𮤗,,,,,,,
𮤘,,,,,,,
𮤙,,,,,,,
𮤚,,,,,,,
𮤛,廼,,,,,,
𮤜,,,,,,,
𮤝,,,,,,,
𮤞,祚,,,,,,
𮤟,,,,,,,
𮤠,,,,,,,
𮤡,,,,,,,
𮤢,,,,,,,
𮤣,,,,,,,
𮤤,,,,,,,
𮤥,滔,,,,,,
𮤦,,,,,,,
𮤧,,,,,,,
𮤨,,,,,,,
𮤩,,,,,,,
𮤪,㕓,,,,,,
𮤫,,,,,,,
𮤬,,,,,,,
𮤭,,,,,,,
𮤮,,,,,,,
𮤯,,,,,,,
𮤰,,,,,,,
𮤱,,,,,,,
𮤲,,,,,,,
𮤳,,,,,,,
𮤴,,,,,,,
𮤵,往,,,,,,
𮤶,,,,,,,
𮤷,洪,,,,,,
𮤸,,,,,,,
𮤹,,,,,,,
𮤺,,,,,,,
𮤻,,,,,,,
𮤼,,,,,,,
𮤽,,,,,,,
𮤾,広,,,,,,
𮤿,,,,,,,
𮥀,,,,,,,
𮥁,,,,,,,
𮥂,,,,,,,
𮥃,,,,,,,
𮥄,,,,,,,
𮥅,,,,,,,
𮥆,,,,,,,
𮥇,匣,,,,,,
𮥈,,,,,,,
𮥉,,,,,,,
𮥊,,,,,,,
𮥋,,,,,,,
𮥌,,,,,,,
𮥍,,,,,,,
𮥎,,,,,,,
𮥏,,,,,,,
𮥐,,,,,,,
𮥑,,,,,,,
𮥒,,,,,,,
𮥓,,,,,,,
𮥔,,,,,,,
𮥕,,,,,,,
𮥖,,,,,,,
𮥗,,,,,,,
𮥘,,,,,,,
𮥙,,,,,,,
𮥚,,,,,,,
𮥛,,,,,,,
𮥜,,,,,,,
𮥝,,,,,,,
𮥞,貪,,,,,,
𮥟,,,,,,,
𮥠,陏,,,,,,
𮥡,,,,,,,
𮥢,,,,,,,
𮥣,,,,,,,
𮥤,,,,,,,
𮥥,,,,,,,
𮥦,,,,,,,
𮥧,,,,,,,
𮥨,,,,,,,
𮥩,,,,,,,
𮥪,,,,,,,
𮥫,,,,,,,
𮥬,倶,,,,,,
𮥭,,,,,,,
𮥮,夐,,,,,,
𮥯,,,,,,,
𮥰,,,,,,,
𮥱,齋,,,,,,
𮥲,,,,,,,
𮥳,村,,,,,,
𮥴,,,,,,,
𮥵,,,,,,,
𮥶,,,,,,,
𮥷,,,,,,,
𮥸,倠,,,,,,
𮥹,,,,,,,
𮥺,,,,,,,
𮥻,,,,,,,
𮥼,,,,,,,
𮥽,,,,,,,
𮥾,,,,,,,
𮥿,,,,,,,
𮦀,,,,,,,
𮦁,,,,,,,
𮦂,,,,,,,
𮦃,,,,,,,
𮦄,,,,,,,
𮦅,,,,,,,
𮦆,,,,,,,
𮦇,,,,,,,
𮦈,,,,,,,
𮦉,,,,,,,
𮦊,,,,,,,
𮦋,,,,,,,
𮦌,,,,,,,
𮦍,夘,,,,,,
𮦎,伞,,,,,,
𮦏,汒,,,,,,
𮦐,,,,,,,
𮦑,,,,,,,
𮦒,,,,,,,
𮦓,,,,,,,
𮦔,,,,,,,
𮦕,,,,,,,
𮦖,,,,,,,
𮦗,,,,,,,
𮦘,,,,,,,
𮦙,使,,,,,,
𮦚,宝,,,,,,
𮦛,泳,,,,,,
𮦜,玲,,,,,,
𮦝,,,,,,,
𮦞,,,,,,,
𮦟,,,,,,,
𮦠,昧,,,,,,
𮦡,,,,,,,
𮦢,,,,,,,
𮦣,洛,,,,,,
𮦤,,,,,,,
𮦥,庭,,,,,,
𮦦,狸,,,,,,
𮦧,涏,,,,,,
𮦨,浹,,,,,,
𮦩,浱,,,,,,
𮦪,涄,,,,,,
𮦫,浦,,,,,,
𮦬,渂,,,,,,
𮦭,,,,,,,
𮦮,,,,,,,
𮦯,岜,,,,,,
𮦰,,,,,,,
𮦱,,,,,,,
𮦲,,,,,,,
𮦳,,,,,,,
𮦴,,,,,,,
𮦵,㴻,,,,,,
𮦶,滉,,,,,,
𮦷,歴,,,,,,
𮦸,,,,,,,
𮦹,潢,,,,,,
𮦺,,,,,,,
𮦻,,,,,,,
𮦼,,,,,,,
𮦽,,,,,,,
𮦾,臂,,,,,,
𮦿,,,,,,,
𮧀,遷,,,,,,
𮧁,,,,,,,
𮧂,,,,,,,
𮧃,,,,,,,
𮧄,,,,,,,
𮧅,,,,,,,
𮧆,,,,,,,
𮧇,,,,,,,
𮧈,靠,,,,,,
𮧉,,,,,,,
𮧊,,,,,,,
𮧋,,,,,,,
𮧌,,,,,,,
𮧍,,,,,,,
𮧎,,,,,,,
𮧏,,,,,,,
𮧐,,,,,,,
𮧑,,,,,,,
𮧒,,,,,,,
𮧓,,,,,,,
𮧔,,,,,,,
𮧕,,,,,,,
𮧖,,,,,,,
𮧗,,,,,,,
𮧘,,,,,,,
𮧙,,,,,,,
𮧚,,,,,,,
𮧛,,,,,,,
𮧜,弃,,,,,,
𮧝,,,,,,,
𮧞,,,,,,,
𮧟,,,,,,,
𮧠,昴,,,,,,
𮧡,,,,,,,
𮧢,怠,,,,,,
𮧣,,,,,,,
𮧤,,,,,,,
𮧥,,,,,,,
𮧦,,,,,,,
𮧧,菫,,,,,,
𮧨,健,,,,,,
𮧩,,,,,,,
𮧪,,,,,,,
𮧫,備,,,,,,
𮧬,,,,,,,
𮧭,,,,,,,
𮧮,,,,,,,
𮧯,,,,,,,
𮧰,,,,,,,
𮧱,,,,,,,
𮧲,,,,,,,
𮧳,備,,,,,,
𮧴,,,,,,,
𮧵,,,,,,,
𮧶,,,,,,,
𮧷,,,,,,,
𮧸,,,,,,,
𮧹,,,,,,,
𮧺,,,,,,,
𮧻,,,,,,,
𮧼,,,,,,,
𮧽,,,,,,,
𮧾,,,,,,,
𮧿,愁,,,,,,
𮨀,,,,,,,
𮨁,,,,,,,
𮨂,,,,,,,
𮨃,,,,,,,
𮨄,,,,,,,
𮨅,,,,,,,
𮨆,,,,,,,
𮨇,,,,,,,
𮨈,,,,,,,
𮨉,,,,,,,
𮨊,,,,,,,
𮨋,,,,,,,
𮨌,,,,,,,
𮨍,,,,,,,
𮨎,,,,,,,
𮨏,,,,,,,
𮨐,,,,,,,
𮨑,,,,,,,
𮨒,,,,,,,
𮨓,籴,,,,,,
𮨔,,,,,,,
𮨕,,,,,,,
𮨖,,,,,,,
𮨗,,,,,,,
𮨘,,,,,,,
𮨙,,,,,,,
𮨚,,,,,,,
𮨛,,,,,,,
𮨜,,,,,,,
𮨝,,,,,,,
𮨞,,,,,,,
𮨟,絭,,,,,,
𮨠,,,,,,,
𮨡,,,,,,,
𮨢,,,,,,,
𮨣,篇,,,,,,
𮨤,,,,,,,
𮨥,,,,,,,
𮨦,,,,,,,
𮨧,,,,,,,
𮨨,,,,,,,
𮨩,,,,,,,
𮨪,,,,,,,
𮨫,,,,,,,
𮨬,,,,,,,
𮨭,,,,,,,
𮨮,,,,,,,
𮨯,,,,,,,
𮨰,,,,,,,
𮨱,,,,,,,
𮨲,,,,,,,
𮨳,,,,,,,
𮨴,,,,,,,
𮨵,,,,,,,
𮨶,飞,,,,,,
𮨷,,,,,,,
𮨸,,,,,,,
𮨹,,,,,,,
𮨺,,,,,,,
𮨻,,,,,,,
𮨼,兇,,,,,,
𮨽,,,,,,,
𮨾,,,,,,,
𮨿,,,,,,,
𮩀,,,,,,,
𮩁,,,,,,,
𮩂,,,,,,,
𮩃,,,,,,,
𮩄,衎,,,,,,
𮩅,,,,,,,
𮩆,,,,,,,
𮩇,,,,,,,
𮩈,,,,,,,
𮩉,,,,,,,
𮩊,,,,,,,
𮩋,,,,,,,
𮩌,,,,,,,
𮩍,,,,,,,
𮩎,䖏,,,,,,
𮩏,,,,,,,
𮩐,,,,,,,
𮩑,,,,,,,
𮩒,塩,,,,,,
𮩓,,,,,,,
𮩔,,,,,,,
𮩕,,,,,,,
𮩖,,,,,,,
𮩗,賞,,,,,,
𮩘,,,,,,,
𮩙,,,,,,,
𮩚,,,,,,,
𮩛,,,,,,,
𮩜,,,,,,,
𮩝,,,,,,,
𮩞,,,,,,,
𮩟,,,,,,,
𮩠,头,,,,,,
𮩡,,,,,,,
𮩢,,,,,,,
𮩣,岐,,,,,,
𮩤,,,,,,,
𮩥,,,,,,,
𮩦,,,,,,,
𮩧,,,,,,,
𮩨,,,,,,,
𮩩,,,,,,,
𮩪,,,,,,,
𮩫,彧,,,,,,
𮩬,,,,,,,
𮩭,勗,,,,,,
𮩮,逮,,,,,,
𮩯,,,,,,,
𮩰,,,,,,,
𮩱,實,,,,,,
𮩲,,,,,,,
𮩳,,,,,,,
𮩴,,,,,,,
𮩵,,,,,,,
𮩶,乆,,,,,,
𮩷,,,,,,,
𮩸,,,,,,,
𮩹,,,,,,,
𮩺,,,,,,,
𮩻,,,,,,,
𮩼,,,,,,,
𮩽,,,,,,,
𮩾,,,,,,,
𮩿,,,,,,,
𮪀,,,,,,,
𮪁,,,,,,,
𮪂,,,,,,,
𮪃,,,,,,,
𮪄,,,,,,,
𮪅,,,,,,,
𮪆,,,,,,,
𮪇,,,,,,,
𮪈,尭,,,,,,
𮪉,,,,,,,
𮪊,,,,,,,
𮪋,,,,,,,
𮪌,,,,,,,
𮪍,,,,,,,
𮪎,,,,,,,
𮪏,,,,,,,
𮪐,,,,,,,
𮪑,,,,,,,
𮪒,,,,,,,
𮪓,,,,,,,
𮪔,凾,,,,,,
𮪕,,,,,,,
𮪖,,,,,,,
𮪗,,,,,,,
𮪘,,,,,,,
𮪙,,,,,,,
𮪚,,,,,,,
𮪛,肌,,,,,,
𮪜,䴡,,,,,,
𮪝,,,,,,,
𮪞,,,,,,,
𮪟,,,,,,,
𮪠,竄,,,,,,
𮪡,,,,,,,
𮪢,,,,,,,
𮪣,,,,,,,
𮪤,,,,,,,
𮪥,,,,,,,
𮪦,,,,,,,
𮪧,,,,,,,
𮪨,,,,,,,
𮪩,,,,,,,
𮪪,,,,,,,
𮪫,㫖,,,,,,
𮪬,,,,,,,
𮪭,,,,,,,
𮪮,,,,,,,
𮪯,,,,,,,
𮪰,,,,,,,
𮪱,,,,,,,
𮪲,,,,,,,
𮪳,,,,,,,
𮪴,,,,,,,
𮪵,塞,,,,,,
𮪶,慕,,,,,,
𮪷,,,,,,,
𮪸,,,,,,,
𮪹,,,,,,,
𮪺,,,,,,,
𮪻,髙,,,,,,
𮪼,,,,,,,
𮪽,,,,,,,
𮪾,,,,,,,
𮪿,,,,,,,
𮫀,,,,,,,
𮫁,,,,,,,
𮫂,,,,,,,
𮫃,,,,,,,
𮫄,,,,,,,
𮫅,,,,,,,
𮫆,,,,,,,
𮫇,,,,,,,
𮫈,,,,,,,
𮫉,,,,,,,
𮫊,,,,,,,
𮫋,鼡,,,,,,
𮫌,,,,,,,
𮫍,,,,,,,
𮫎,,,,,,,
𮫏,,,,,,,
𮫐,,,,,,,
𮫑,,,,,,,
𮫒,,,,,,,
𮫓,,,,,,,
𮫔,,,,,,,
𮫕,,,,,,,
𮫖,,,,,,,
𮫗,,,,,,,
𮫘,,,,,,,
𮫙,,,,,,,
𮫚,,,,,,,
𮫛,,,,,,,
𮫜,,,,,,,
𮫝,,,,,,,
𮫞,,,,,,,
𮫟,,,,,,,
𮫠,,,,,,,
𮫡,,,,,,,
𮫢,,,,,,,
𮫣,,,,,,,
𮫤,,,,,,,
𮫥,,,,,,,
𮫦,,,,,,,
𮫧,,,,,,,
𮫨,,,,,,,
𮫩,魔,,,,,,
𮫪,,,,,,,
𮫫,,,,,,,
𮫬,,,,,,,
𮫭,,,,,,,
𮫮,,,,,,,
𮫯,,,,,,,
𮫰,,,,,,,
𮫱,,,,,,,
𮫲,,,,,,,
𮫳,,,,,,,
𮫴,,,,,,,
𮫵,,,,,,,
𮫶,,,,,,,
𮫷,,,,,,,
𮫸,,,,,,,
𮫹,坚,,,,,,
𮫺,,,,,,,
𮫻,岜,,,,,,
𮫼,,,,,,,
𮫽,,,,,,,
𮫾,杯,,,,,,
𮫿,,,,,,,
𮬀,,,,,,,
𮬁,,,,,,,
𮬂,,,,,,,
𮬃,,,,,,,
𮬄,,,,,,,
𮬅,,,,,,,
𮬆,,,,,,,
𮬇,,,,,,,
𮬈,,,,,,,
𮬉,茖,,,,,,
𮬊,,,,,,,
𮬋,,,,,,,
𮬌,,,,,,,
𮬍,着,,,,,,
𮬎,猶,,,,,,
𮬏,,,,,,,
𮬐,卿,,,,,,
𮬑,,,,,,,
𮬒,紫,,,,,,
𮬓,,,,,,,
𮬔,,,,,,,
𮬕,蒿,,,,,,
𮬖,,,,,,,
𮬗,,,,,,,
𮬘,,,,,,,
𮬙,,,,,,,
𮬚,,,,,,,
𮬛,,,,,,,
𮬜,,,,,,,
𮬝,岁,,,,,,
𮬞,,,,,,,
𮬟,,,,,,,
𮬠,,,,,,,
𮬡,,,,,,,
𮬢,,,,,,,
𮬣,衔,,,,,,
𮬤,箴,,,,,,
𮬥,,,,,,,
𮬦,,,,,,,
𮬧,,,,,,,
𮬨,,,,,,,
𮬩,,,,,,,
𮬪,,,,,,,
𮬫,,,,,,,
𮬬,,,,,,,
𮬭,,,,,,,
𮬮,,,,,,,
𮬯,,,,,,,
𮬰,,,,,,,
𮬱,,,,,,,
𮬲,,,,,,,
𮬳,,,,,,,
𮬴,,,,,,,
𮬵,,,,,,,
𮬶,,,,,,,
𮬷,,,,,,,
𮬸,,,,,,,
𮬹,,,,,,,
𮬺,,,,,,,
𮬻,,,,,,,
𮬼,,,,,,,
𮬽,,,,,,,
𮬾,,,,,,,
𮬿,,,,,,,
𮭀,,,,,,,
𮭁,,,,,,,
𮭂,戻,,,,,,
𮭃,況,,,,,,
𮭄,,,,,,,
𮭅,昴,,,,,,
𮭆,,,,,,,
𮭇,,,,,,,
𮭈,,,,,,,
𮭉,,,,,,,
𮭊,梁,,,,,,
𮭋,,,,,,,
𮭌,訓,,,,,,
𮭍,宴,,,,,,
𮭎,,,,,,,
𮭏,,,,,,,
𮭐,,,,,,,
𮭑,,,,,,,
𮭒,,,,,,,
𮭓,混,,,,,,
𮭔,,,,,,,
𮭕,,,,,,,
𮭖,,,,,,,
𮭗,,,,,,,
𮭘,,,,,,,
𮭙,,,,,,,
𮭚,,,,,,,
𮭛,鶯,,,,,,
𮭜,,,,,,,
𮭝,,,,,,,
𮭞,獨,,,,,,
𮭟,,,,,,,
𮭠,,,,,,,
𮭡,,,,,,,
𮭢,,,,,,,
𮭣,,,,,,,
𮭤,,,,,,,
𮭥,,,,,,,
𮭦,,,,,,,
𮭧,,,,,,,
𮭨,,,,,,,
𮭩,笔,,,,,,
𮭪,,,,,,,
𮭫,,,,,,,
𮭬,,,,,,,
𮭭,,,,,,,
𮭮,,,,,,,
𮭯,,,,,,,
𮭰,,,,,,,
𮭱,,,,,,,
𮭲,,,,,,,
𮭳,,,,,,,
𮭴,,,,,,,
𮭵,,,,,,,
𮭶,,,,,,,
𮭷,,,,,,,
𮭸,,,,,,,
𮭹,,,,,,,
𮭺,,,,,,,
𮭻,,,,,,,
𮭼,,,,,,,
𮭽,,,,,,,
𮭾,,,,,,,
𮭿,,,,,,,
𮮀,,,,,,,
𮮁,,,,,,,
𮮂,,,,,,,
𮮃,,,,,,,
𮮄,,,,,,,
𮮅,,,,,,,
𮮆,,,,,,,
𮮇,,,,,,,
𮮈,,,,,,,
𮮉,,,,,,,
𮮊,,,,,,,
𮮋,,,,,,,
𮮌,,,,,,,
𮮍,,,,,,,
𮮎,藥,,,,,,
𮮏,,,,,,,
𮮐,,,,,,,
𮮑,,,,,,,
𮮒,,,,,,,
𮮓,,,,,,,
𮮔,,,,,,,
𮮕,黒,,,,,,
𮮖,,,,,,,
𮮗,,,,,,,
𮮘,,,,,,,
𮮙,,,,,,,
𮮚,,,,,,,
𮮛,,,,,,,
𮮜,,,,,,,
𮮝,啟,,,,,,
𮮞,,,,,,,
𮮟,黒,,,,,,
𮮠,,,,,,,
𮮡,,,,,,,
𮮢,,,,,,,
𮮣,,,,,,,
𮮤,,,,,,,
𮮥,,,,,,,
𮮦,,,,,,,
𮮧,处,,,,,,
𮮨,,,,,,,
𮮩,,,,,,,
𮮪,,,,,,,
𮮫,,,,,,,
𮮬,,,,,,,
𮮭,,,,,,,
𮮮,,,,,,,
𮮯,,,,,,,
𮮰,畠,,,,,,
𮮱,,,,,,,
𮮲,,,,,,,
𮮳,,,,,,,
𮮴,,,,,,,
𮮵,畠,,,,,,
𮮶,,,,,,,
𮮷,,,,,,,
𮮸,,,,,,,
𮮹,,,,,,,
𮮺,,,,,,,
𮮻,,,,,,,
𮮼,,,,,,,
𮮽,,,,,,,
𮮾,,,,,,,
𮮿,,,,,,,
𮯀,,,,,,,
𮯁,,,,,,,
𮯂,,,,,,,
𮯃,,,,,,,
𮯄,,,,,,,
𮯅,,,,,,,
𮯆,,,,,,,
𮯇,,,,,,,
𮯈,,,,,,,
𮯉,籴,,,,,,
𮯊,,,,,,,
𮯋,,,,,,,
𮯌,,,,,,,
𮯍,,,,,,,
𮯎,,,,,,,
𮯏,狼,,,,,,
𮯐,,,,,,,
𮯑,,,,,,,
𮯒,崖,,,,,,
𮯓,虗,,,,,,
𮯔,,,,,,,
𮯕,,,,,,,
𮯖,菁,,,,,,
𮯗,虞,,,,,,
𮯘,,,,,,,
𮯙,,,,,,,
𮯚,,,,,,,
𮯛,,,,,,,
𮯜,,,,,,,
𮯝,,,,,,,
𮯞,,,,,,,
𮯟,,,,,,,
𮯠,,,,,,,
丽,,,,,,,
丸,,,,,,,
乁,,,,,,,
𠄢,囘,,,,,,
你,,,,,,,
侮,毎,,,,,,
侻,,,,,,,
倂,,,,,,,
偺,,,,,,,
備,,,,,,,
僧,曽,,,,,,
像,,,,,,,
㒞,,,,,,,
𠘺,,,,,,,
免,,,,,,,
兔,,,,,,,
兤,,,,,,,
具,,,,,,,
𠔜,,,,,,,
㒹,,,,,,,
內,,,,,,,
再,,,,,,,
𠕋,,,,,,,
冗,,,yung2,,,,
冤,,,,,,,
仌,,,,,,,
冬,,,,,,,
况,,,,,,,
𩇟,,,,,,,
凵,,,,,,,
刃,,,,,,,
㓟,,,,,,,
刻,,,,,,,
剆,,,,,,,
割,,,,,,,
剷,,,,,,,
㔕,,,,,,,
勇,,,jung5,,,,
勉,,,,,,,
勤,,,,,,,
勺,,,,,,,
包,,,,,,,
匆,,,,,,,
北,,,,,,,
卉,,,,,,,
卑,,,,,,,
博,,,,,,,
即,,,,,,,
卽,,,,,,,
卿,,,,,,,
卿,,,,,,,
卿,,,,,,,
𠨬,,,,,,,
灰,,,,,,,
及,,,,,,,
叟,,,,,,,
𠭣,,,,,,,
叫,,,,,,,
叱,,,,,,,
吆,么,,jiu1,,,,
咞,,,,,,,
吸,,,,,,,
呈,,,,,,,
周,,,,,,,
咢,,,ngok6 ok6,,,,
哶,,,,,,,
唐,,,,,,,
啓,,,,,,,
啣,缷,,,,,,
善,,,,,,,
善,,,,,,,
喙,,,,,,,
喫,,,,,,,
喳,査,,,,,,
嗂,,,,,,,
圖,,,,,,,
嘆,,,,,,,
圗,,,,,,,
噑,,,,,,,
噴,,,,,,,
切,,,,,,,
壮,,,,,,,
城,,,,,,,
埴,,,,,,,
堍,,,,,,,
型,,,,,,,
堲,,,,,,,
報,,,,,,,
墬,,,,,,,
𡓤,,,,,,,
売,,,,,,,
壷,,,,,,,
夆,,,,,,,
多,,,,,,,
夢,,,,,,,
奢,者,,,,,,
𡚨,,,,,,,
𡛪,,,,,,,
姬,,,,,,,
娛,呉,,,,,,
娧,,,,,,,
姘,,,,,,,
婦,,,,,,,
㛮,,,,,,,
㛼,,,,,,,
嬈,垚,,,,,,
嬾,,,,,,,
嬾,頼,,,,,,
𡧈,,,,,,,
寃,,,,,,,
寘,,,,,,,
寧,,,,,,,
寳,,,,,,,
𡬘,寛,,,,,,
寿,,,,,,,
将,,,,,,,
当,,,,,,,
尢,,,,,,,
㞁,,,,,,,
屠,者,,,,,,
屮,,,cit3,,,,
峀,,,,,,,
岍,,,,,,,
𡷤,,,,,,,
嵃,,,,,,,
𡷦,,,,,,,
嵮,,,,,,,
嵫,,,,,,,
嵼,,,,,,,
巡,,,,,,,
巢,,,,,,,
㠯,,,,,,,
巽,,,,,,,
帨,,,,,,,
帽,,,,,,,
幩,,,,,,,
㡢,,,,,,,
𢆃,,,,,,,
㡼,,,,,,,
庰,,,,,,,
庳,,,,,,,
庶,,,,,,,
廊,郞,,,,,,
𪎒,,,,,,,
廾,,,,,,,
𢌱,,,,,,,
𢌱,,,,,,,
舁,,,,,,,
弢,,,tou1,,,,
弢,,,,,,,
㣇,,,,,,,
𣊸,曶,,,,,,
𦇚,,,,,,,
形,,,,,,,
彫,,,,,,,
㣣,㚒,,,,,,
徚,,,,,,,
忍,,,,,,,
志,,,,,,,
忹,,,,,,,
悁,,,,,,,
㤺,,,,,,,
㤜,,,,,,,
悔,毎,,,,,,
𢛔,,,,,,,
惇,,,,,,,
慈,茲,,ci4,,,,
慌,,,,,,,
慎,,,,,,,
慌,,,,,,,
慺,,,,,,,
憎,曽,,,,,,
憲,,,,,,,
憤,,,,,,,
憯,兓,,,,,,
懞,,,,,,,
懲,徴,,,,,,
懶,頼,,,,,,
成,,,,,,,
戛,,,,,,,
扝,,,,,,,
抱,,,,,,,
拔,,,,,,,
捐,,,,,,,
𢬌,,,,,,,
挽,,,,,,,
拼,,,,,,,
捨,舎,,,,,,
掃,,,,,,,
揤,,,,,,,
𢯱,,,,,,,
搢,,,,,,,
揅,硏,,,,,,
掩,,,,,,,
㨮,,,,,,,
摩,,,,,,,
摾,,,,,,,
撝,,,,,,,
摷,,,,,,,
㩬,戯,,,,,,
敏,毎,,,,,,
敬,苟,,,,,,
𣀊,亷,,,,,,
旣,,,,,,,
書,,,,,,,
晉,,,zeon3,,,,
㬙,,,,,,,
暑,者,,,,,,
㬈,,,,,,,
㫤,,,,,,,
冒,,,,,,,
冕,,,,,,,
最,,,,,,,
暜,,,,,,,
肭,,,,,,,
䏙,,,,,,,
朗,,,,,,,
